Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,rolex oyster perpetual value,luxury watch,,,,rolex oyster perpetual watches,90,19,1.98,0.54,189,Informational,"Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Reviews, Video","0.64,0.78,0.64,0.64,0.50,0.35,0.78,0.50,0.50,0.78,0.35,0.64",20,,
us,stainless steel gold rolex,luxury watch,,,,rolex oyster perpetual watches,90,26,1.47,1.00,191,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.64,0.50,0.50,0.64,0.64,0.64,0.64,0.78,0.64,0.64,0.78,0.78",20,,
us,stainless steel rolex oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,40,24,1.93,1.00,162,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.28,0.21,0.28,0.28,0.50,0.21,0.35,0.28,0.35,0.07,0.14,1.00",20,,
us,two tone oyster rolex,luxury watch,,,,rolex oyster perpetual watches,40,18,1.38,1.00,189,"Informational, Transactional","Discussions And Forums, Image Pack, Site Links, Video, People Also Ask, Related Searches","0.77,0.33,0.33,0.11,0.77,0.33,0.77,0.22,0.22,0.55,0.11,0.33",20,,
us,gold rolex wrist watch,luxury watch,,,,rolex oyster perpetual watches,90,25,1.52,0.95,190,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask","0.06,0.34,0.65,0.21,0.21,0.15,0.28,0.43,0.43,0.65,0.65,1.00",20,,
us,men's yellow gold rolex,luxury watch,,,,rolex oyster perpetual watches,30,26,1.47,1.00,193,Transactional,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.27,0.00,0.18,0.18,0.18,0.18,0.00,0.18,0.18,0.18,0.18,0.18",20,,
us,new gold rolex watch,luxury watch,,,,rolex oyster perpetual watches,40,27,1.85,1.00,178,"Informational, Commercial","Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, Image, People Also Ask, Popular Products","0.63,0.63,0.00,0.00,0.00,0.45,0.18,0.36,0.45,0.45,0.36,0.63",20,,
us,plain gold rolex watch,luxury watch,,,,rolex oyster perpetual watches,70,27,1.45,1.00,209,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel, People Also Ask","1.00,0.78,0.35,0.64,0.50,0.50,0.35,0.50,0.50,0.35,0.78,0.50",20,,
us,rolex oyster perpetual date swiss made,luxury watch,,,,rolex oyster perpetual watches,50,19,0.00,1.00,192,Informational,"AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",20,,
us,rolex oyster perpetual gold watch,luxury watch,,,,rolex oyster perpetual watches,70,24,1.27,1.00,230,Transactional,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.00,0.08,0.23,0.00,0.06,0.01,0.00,0.01,0.00,0.00,0.00,0.00",20,,
us,rolex oyster perpetual worth,luxury watch,,,,rolex oyster perpetual watches,90,19,1.47,0.91,2450000,"Informational, Commercial","People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links, Video, Image, Video Carousel","1.00,1.00,1.00,0.81,0.63,0.81,0.81,0.45,0.45,0.45,0.36,0.45",20,,
us,rolex perpetual watch,luxury watch,,,,rolex oyster perpetual watches,70,23,0.85,0.97,208,Transactional,"Site Links, Video, People Also Ask, Popular Products, Related Searches","0.09,0.09,0.52,0.52,0.52,0.66,0.33,0.52,1.00,0.33,0.23,0.52",20,,
us,rolex yellow gold watch,luxury watch,,,,rolex oyster perpetual watches,50,29,1.47,0.98,21200000,Transactional,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Image Pack","0.18,0.18,1.00,1.00,0.18,1.00,1.00,0.36,1.00,1.00,0.36,0.36",20,,
us,buy rolex oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,28,2.13,0.99,8540000,Transactional,"Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, Local Pack","0.26,0.26,0.42,0.19,0.19,0.19,0.26,0.42,0.42,0.15,0.15,0.15",20,,
us,gold men's rolex oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,20,1.10,0.99,201,Transactional,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.78,0.78,0.50,1.00,0.78,0.64,0.21,0.50,0.50,0.35,0.35,0.50",20,,
us,gold mens rolex for sale,luxury watch,,,,rolex oyster perpetual watches,50,23,0.32,1.00,158,Transactional,"People Also Ask, Related Searches, Local Pack, Site Links, Video","0.52,0.33,0.14,0.14,0.09,0.00,0.42,0.14,0.42,0.04,0.00,0.04",20,,
us,gold rolex watch with diamonds,luxury watch,,,,rolex oyster perpetual watches,90,22,1.85,1.00,212,"Informational, Commercial","Related Searches, AI Overview, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask","0.34,0.09,0.03,0.53,0.21,0.53,0.12,0.06,0.21,0.00,0.21,0.21",20,,
us,gold rolex with diamonds mens,luxury watch,,,,rolex oyster perpetual watches,70,21,1.45,1.00,219,"Informational, Transactional","Related Searches, Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products","0.33,0.33,0.33,0.23,0.33,0.19,0.33,0.33,0.33,0.33,0.33,0.23",20,,
us,gold watch for men rolex,luxury watch,,,,rolex oyster perpetual watches,90,20,1.46,1.00,27900000,Transactional,"Site Links, Video, Image, Adwords Bottom, Popular Products, Related Searches, Image Pack","0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,how much is rolex oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,22,2.73,0.87,151,Informational,"Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video, Image, People Also Ask","0.28,0.12,0.10,0.28,0.23,0.10,0.28,0.17,0.23,0.12,0.12,0.10",20,,
us,mens gold rolex with diamonds,luxury watch,,,,rolex oyster perpetual watches,50,17,1.45,1.00,199,Transactional,"Popular Products, Related Searches, Image Pack, Site Links, Video, Video Carousel","0.71,0.57,0.71,1.00,1.00,0.57,0.71,1.00,0.71,0.71,0.57,0.42",20,,
us,mens oyster perpetual rolex,luxury watch,,,,rolex oyster perpetual watches,50,28,1.95,1.00,196,Transactional,"Popular Products, Related Searches, Site Links, Reviews, Video, Video Carousel, People Also Ask","0.02,0.03,0.05,0.01,0.03,0.03,0.02,0.05,0.06,0.02,0.03,0.03",20,,
us,oyster perpetual rolex for sale,luxury watch,,,,rolex oyster perpetual watches,70,21,0.33,0.09,157,Transactional,"Local Pack, Site Links, Video, Related Searches","0.10,0.07,1.00,0.10,0.07,0.07,0.12,0.12,0.10,0.07,0.12,0.17",20,,
us,oyster perpetual rolex watch,luxury watch,,,,rolex oyster perpetual watches,50,23,1.67,0.22,209,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Popular Products, Related Searches","0.03,0.04,0.05,0.01,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00",20,,
us,perpetual rolex watch,luxury watch,,,,rolex oyster perpetual watches,90,16,1.04,1.00,209,"Informational, Transactional","Site Links, Video, People Also Ask, Related Searches, Short Videos","0.11,0.23,1.00,0.05,0.23,0.52,0.64,0.64,0.52,0.52,1.00,0.64",20,,
us,price rolex watch oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,29,2.75,0.92,196,Transactional,"Video, Image, People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links","0.66,0.66,0.33,0.42,0.42,0.52,0.66,0.66,1.00,0.52,0.52,0.66",20,,
us,rolex gold watch with diamonds,luxury watch,,,,rolex oyster perpetual watches,40,24,1.85,1.00,215,"Informational, Transactional","Popular Products, Related Searches, Short Videos, Image Pack, Site Links, Video, People Also Ask","0.77,0.44,0.33,0.22,0.77,0.33,0.22,0.44,0.55,0.33,0.44,0.55",20,,
us,rolex oyster diamond,luxury watch,,,,rolex oyster perpetual watches,70,24,1.33,0.98,195,"Informational, Transactional","Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.50,0.78,0.64,0.50,0.50,0.50,0.50,0.35,0.50,0.50,0.35,0.50",20,,
us,rolex oyster perpetual watches,luxury watch,,,,rolex oyster perpetual watches,90,21,2.03,0.17,208,Transactional,"People Also Ask, Related Searches, Site Links, Video, Adwords Bottom, Video Carousel","0.09,0.44,0.19,0.36,0.09,0.01,0.01,0.00,0.04,0.04,0.05,0.01",20,,
us,rolex oyster two tone,luxury watch,,,,rolex oyster perpetual watches,70,17,0.55,1.00,178,Transactional,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Image","0.78,0.50,0.50,0.50,0.28,0.50,0.78,0.50,0.35,0.64,0.78,0.64",20,,
us,silver oyster perpetual rolex,luxury watch,,,,rolex oyster perpetual watches,70,20,0.63,1.00,193,"Informational, Transactional","Related Searches, AI Overview, Image Pack, Site Links, Video, Image, People Also Ask","0.15,0.03,0.12,0.09,0.15,0.09,0.53,0.09,0.65,0.43,0.00,0.06",20,,
us,stainless steel and gold rolex,luxury watch,,,,rolex oyster perpetual watches,70,25,1.85,1.00,152,Transactional,"Reviews, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Site Links","0.23,0.14,0.09,0.52,0.23,0.33,0.33,0.33,0.42,0.23,0.33,0.14",20,,
us,18 carat gold rolex watch,luxury watch,,,,rolex oyster perpetual watches,50,27,1.52,1.00,203,"Informational, Transactional","Video, Image, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","0.18,0.18,0.18,1.00,1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18",20,,
us,gold rolex watch for mens,luxury watch,,,,rolex oyster perpetual watches,70,20,1.52,1.00,176,Transactional,"Image, Video Carousel, Popular Products, Related Searches, Site Links, Video","0.22,0.02,0.00,0.04,0.02,0.43,1.00,0.18,0.43,0.00,0.08,1.00",20,,
us,golden watch rolex,luxury watch,,,,rolex oyster perpetual watches,40,26,1.53,1.00,180,"Informational, Transactional","Video, Image, Popular Products, Related Searches, Image Pack, Site Links","0.00,0.03,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00",20,,
us,mixed metal rolex,luxury watch,,,,rolex oyster perpetual watches,40,24,2.21,1.00,201,"Informational, Transactional","Site Links, Video, Image, People Also Ask, Related Searches, Image Pack","0.78,0.21,0.14,0.14,0.21,0.14,0.14,1.00,0.14,0.14,0.14,0.14",20,,
us,oyster gold rolex,luxury watch,,,,rolex oyster perpetual watches,30,22,1.59,1.00,212,"Informational, Transactional","Image Pack, Site Links, Video, Image, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.65,0.00,0.09,0.00,0.03,0.00,0.00,0.12,0.00,0.00,0.00,0.03",20,,
us,plain gold rolex,luxury watch,,,,rolex oyster perpetual watches,90,26,1.85,1.00,190,Transactional,"Related Searches, Site Links, Reviews, Video, Image, Video Carousel, People Also Ask, Popular Products","1.00,0.78,0.64,0.78,0.50,0.50,0.64,0.64,0.78,0.35,0.78,0.50",20,,
us,rolex 24k gold watch,luxury watch,,,,rolex oyster perpetual watches,50,25,1.32,1.00,174,"Informational, Commercial","Image, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video","0.01,0.01,0.18,0.35,0.01,0.08,0.15,0.28,0.01,0.00,0.01,0.03",20,,
us,rolex gold and stainless,luxury watch,,,,rolex oyster perpetual watches,90,23,1.85,1.00,200,"Informational, Transactional","Site Links, Video, Adwords Bottom, Video Carousel, Related Searches, Discussions And Forums","0.64,0.52,0.41,0.41,0.64,0.17,0.23,0.23,0.64,0.64,0.82,0.64",20,,
us,rolex gold oyster perpetual price,luxury watch,,,,rolex oyster perpetual watches,40,19,0.56,0.99,220,Transactional,"Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.80,0.60,0.80,0.60,0.80,1.00,1.00,1.00,1.00,0.60,1.00,0.40",20,,
us,rolex mens gold watch with diamonds,luxury watch,,,,rolex oyster perpetual watches,30,19,1.45,1.00,210,Transactional,"Video Carousel, Popular Products, Related Searches, Image Pack, Site Links, Video, Image","0.14,0.28,0.21,0.21,0.35,0.14,0.21,0.21,0.21,0.14,0.14,0.14",20,,
us,rolex oyester perpetual,luxury watch,,,,rolex oyster perpetual watches,70,24,1.60,1.00,10500000,"Navigational, Transactional","Site Links, Video, Image, Adwords Bottom, People Also Ask, Popular Products, Related Searches, Things To Know","0.02,0.07,0.00,0.02,0.02,0.02,0.00,0.00,0.01,0.01,0.00,0.10",20,,
us,rolex oyster dial,luxury watch,,,,rolex oyster perpetual watches,70,29,1.65,1.00,7990000,Transactional,"Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Discussions And Forums","1.00,0.63,0.81,0.81,0.63,0.63,0.63,0.81,0.45,0.63,0.63,0.63",20,,
us,rolex oyster mens,luxury watch,,,,rolex oyster perpetual watches,70,25,1.58,1.00,202,Transactional,"Adwords Bottom, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.19,0.26,0.26,0.34,0.26,0.19,0.19,0.26,0.42,0.53,0.26,1.00",20,,
us,rolex oyster perpetual chronometer,luxury watch,,,,rolex oyster perpetual watches,50,24,1.66,0.93,192,"Informational, Transactional","Popular Products, Related Searches, Image Pack, Site Links, Video, People Also Ask","0.17,0.11,0.11,0.23,0.23,0.17,0.23,0.11,0.64,0.64,1.00,0.41",20,,
us,rolex oyster perpetual gold black,luxury watch,,,,rolex oyster perpetual watches,50,20,1.35,1.00,197,"Informational, Transactional","Image Pack, Site Links, Video, Video Carousel, Popular Products, Related Searches","0.63,0.63,0.09,0.45,0.63,0.63,0.63,0.63,0.63,0.45,0.18,0.18",20,,
us,rolex oyster perpetual gold mens,luxury watch,,,,rolex oyster perpetual watches,70,28,1.22,1.00,226,"Informational, Transactional","Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.42,0.42,0.07,0.42,0.07,0.26,0.19,0.07,0.19,0.26,0.26,0.07",20,,
us,rolex oyster perpetual men,luxury watch,,,,rolex oyster perpetual watches,90,25,1.99,1.00,199,"Informational, Transactional","Image Pack, Site Links, Reviews, Video, People Also Ask, Popular Products, Related Searches","0.03,0.03,0.06,0.06,0.02,0.05,0.10,0.10,0.10,0.08,0.05,0.05",20,,
us,rolex oyster perpetual retail price,luxury watch,,,,rolex oyster perpetual watches,70,23,2.96,1.00,194,Transactional,"Video Carousel, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.23,0.28,0.12,0.35,0.07,0.28,0.05,0.12,0.12,0.12,0.10,0.05",20,,
us,rolex stainless steel and gold,luxury watch,,,,rolex oyster perpetual watches,40,23,1.85,1.00,179,"Informational, Transactional","Image Pack, Site Links, Reviews, Video, Image, Popular Products, Related Searches","0.45,0.27,0.09,0.27,0.45,0.27,0.36,0.18,0.18,0.45,0.63,0.27",20,,
us,what is rolex oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,17,1.94,0.73,144,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Video Carousel","0.41,0.11,0.29,0.64,0.64,0.64,0.64,0.82,0.64,0.41,0.52,0.64",20,,
us,gold diamond rolex mens,luxury watch,,,,rolex oyster perpetual watches,70,21,1.45,1.00,203,"Informational, Transactional","Image Pack, Site Links, Video, Popular Products, Related Searches","0.50,0.50,0.50,0.35,0.50,0.28,0.50,0.50,0.50,0.50,0.50,0.35",20,,
us,gold mens rolex with diamonds,luxury watch,,,,rolex oyster perpetual watches,70,25,1.45,1.00,166,Transactional,"Popular Products, Related Searches, Site Links, Video, Video Carousel, People Also Ask","0.63,0.63,0.63,0.45,0.63,0.36,0.63,0.63,0.63,0.63,0.63,0.45",20,,
us,gold rolex oyster,luxury watch,,,,rolex oyster perpetual watches,30,28,1.59,1.00,197,"Informational, Transactional","Video, Image, People Also Ask, Related Searches, Image Pack, Site Links, Reviews","0.57,0.57,0.28,1.00,0.71,0.14,0.57,0.28,0.14,0.42,0.14,1.00",20,,
us,how much does a gold rolex cost,luxury watch,,,,rolex oyster perpetual watches,90,28,2.07,0.73,107,Informational,"Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.78,0.28,0.78,0.78,0.78,0.78,0.78,1.00,0.14,0.50,0.64,0.50",20,,
us,how much is a rolex oyster perpetual date,luxury watch,,,,rolex oyster perpetual watches,70,18,1.62,0.90,166,Informational,"Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview","0.50,0.50,0.28,0.50,0.35,0.35,0.50,0.35,0.28,0.14,0.14,0.14",20,,
us,how much is gold rolex,luxury watch,,,,rolex oyster perpetual watches,90,28,2.04,0.33,156,Informational,"People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Reviews, Video","0.64,0.29,0.52,0.52,0.41,1.00,0.52,0.41,0.64,0.52,0.64,0.52",20,,
us,oyster rolex for sale,luxury watch,,,,rolex oyster perpetual watches,50,23,0.26,1.00,197,Transactional,"Local Pack, Site Links, Video, People Also Ask, Related Searches","0.50,0.78,0.00,0.00,0.28,0.14,0.50,0.07,1.00,0.78,0.28,0.35",20,,
us,rolex 2 tone oyster,luxury watch,,,,rolex oyster perpetual watches,40,24,1.38,1.00,177,"Informational, Transactional","Video, Related Searches, Discussions And Forums, Image Pack, Site Links","1.00,0.22,0.55,0.00,0.11,0.55,0.55,0.11,0.55,0.77,0.55,0.11",20,,
us,rolex gold watch diamonds,luxury watch,,,,rolex oyster perpetual watches,70,21,1.45,1.00,173,Transactional,"Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.64,0.41,0.41,0.52,0.41,0.41,0.41,0.41,0.41,0.29,0.41,0.64",20,,
us,rolex oyster m,luxury watch,,,,rolex oyster perpetual watches,90,26,2.02,0.70,200,"Informational, Transactional","Video Carousel, Popular Products, Image Pack, Site Links, Reviews, People Also Ask, Related Searches, Video, Adwords Bottom","0.78,0.50,0.78,0.78,0.64,0.78,0.64,0.64,0.64,0.78,0.78,0.64",20,,
us,rolex oyster original,luxury watch,,,,rolex oyster perpetual watches,40,25,2.06,1.00,202,Informational,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,1.00",20,,
us,rolex oyster perpetual watch price,luxury watch,,,,rolex oyster perpetual watches,30,23,2.74,0.98,194,Transactional,"Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.11,0.03,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.16",20,,
us,rolex oyster watch price,luxury watch,,,,rolex oyster perpetual watches,30,27,2.56,0.96,196,Transactional,"AI Overview, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products","0.18,0.36,0.18,0.18,0.63,0.18,0.18,0.18,0.18,0.18,0.18,0.18",20,,
us,rolex two tone oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,40,27,0.60,1.00,187,"Informational, Transactional","Image Pack, Site Links, Video, Image, Popular Products, Related Searches, Discussions And Forums","0.45,0.18,0.36,0.36,0.27,0.27,0.27,1.00,0.09,0.09,0.18,0.63",20,,
us,how much is a rolex oyster perpetual worth,luxury watch,,,,rolex oyster perpetual watches,30,19,1.59,0.71,151,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.45,0.18,0.18,0.18,0.18,0.63,0.18,0.45,0.18,0.18,1.00,0.18",20,,
us,op 41 rolex,luxury watch,,,,rolex oyster perpetual watches,90,29,1.75,1.00,4850000,"Informational, Transactional","Site Links, Video, Adwords Bottom, Video Carousel, Related Searches, Discussions And Forums, Knowledge Panel","0.41,0.52,0.64,0.52,0.29,0.64,0.52,0.52,0.41,0.41,0.41,0.82",20,,
us,oyster m rolex,luxury watch,,,,rolex oyster perpetual watches,30,24,2.02,0.70,200,"Informational, Commercial","Related Searches, AI Overview, Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products","0.21,0.14,0.21,0.21,0.14,0.35,0.00,0.14,0.35,0.28,0.14,0.07",20,,
us,price rolex oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,29,2.73,0.98,194,Transactional,"Reviews, Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.15,0.11,0.08,0.11,0.00,0.11,0.01,0.01,0.00,1.00,0.00,0.05",20,,
us,rolex blue oyster perpetual,luxury watch,,,,rolex oyster perpetual watches,90,15,0.91,1.00,197,"Informational, Transactional","Image Pack, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.05,0.04,0.07,0.03,0.05,0.07,0.07,0.44,0.10,0.04,0.07,0.10",20,,
us,rolex diamond watch gold,luxury watch,,,,rolex oyster perpetual watches,90,23,1.45,1.00,207,"Informational, Transactional","Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","1.00,0.78,0.35,0.50,0.64,0.64,0.64,1.00,0.78,0.64,0.78,0.78",20,,
us,rolex oyster perpetual black gold,luxury watch,,,,rolex oyster perpetual watches,70,15,1.35,1.00,199,"Informational, Transactional","Site Links, Video, Video Carousel, People Also Ask, Related Searches, Image Pack","0.77,0.77,0.11,0.55,0.77,0.77,0.77,0.77,0.77,0.55,0.22,0.22",20,,
us,rolex oyster perpetual date blue,luxury watch,,,,rolex oyster perpetual watches,70,21,0.00,1.00,196,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack","0.07,0.07,0.07,0.07,0.80,0.65,1.00,0.07,0.07,0.07,0.07,0.07",20,,
us,rolex oyster perpetual new,luxury watch,,,,rolex oyster perpetual watches,90,19,2.00,1.00,197,Transactional,"Site Links, Video, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.15,0.21,0.28,0.12,0.15,0.15,0.34,0.28,0.34,0.21,0.28,1.00",20,,
us,rolex oyster watches,luxury watch,,,,rolex oyster perpetual watches,30,17,1.66,1.00,260,"Informational, Transactional","Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, Image Pack, Site Links","0.10,0.00,0.14,0.02,0.00,0.02,0.00,0.02,0.04,0.14,0.00,0.43",20,,
us,watches brands by luxury,luxury watch,,,,luxury watch brands,40,28,0.00,0.74,175,Informational,"Video Carousel, People Also Ask, AI Overview, Knowledge Panel, Site Links, Video","0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,,
us,high dollar watches,luxury watch,,,,luxury watch brands,30,27,1.19,1.00,190,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Local Pack, Site Links, Video, Video Carousel, People Also Ask","0.27,0.36,0.18,0.18,0.36,0.18,0.27,0.18,0.18,0.18,0.18,0.18",20,,
us,designer watches brands,luxury watch,,,,luxury watch brands,30,26,0.91,0.95,109,Informational,"Site Links, Video, Image, People Also Ask, AI Overview","0.21,0.64,0.00,0.07,0.00,0.00,0.00,0.64,0.35,0.07,0.21,0.50",20,,
us,designer brand watches,luxury watch,,,,luxury watch brands,70,25,1.21,1.00,199,"Informational, Transactional","Popular Products, Related Searches, AI Overview, Site Links, Video, Image, People Also Ask","0.29,0.23,0.41,0.41,0.29,0.52,0.64,0.64,0.52,0.64,0.64,1.00",20,,
us,popular high end watches,luxury watch,,,,luxury watch brands,30,25,0.56,1.00,270000000,"Informational, Commercial","Site Links, Image, Video, Video Carousel, People Also Ask, Popular Products, Related Searches, Discussions And Forums, AI Overview","0.36,0.27,0.36,0.63,0.36,0.18,0.18,0.18,0.45,0.63,0.36,1.00",20,,
us,expensive brands of watches,luxury watch,,,,luxury watch brands,50,24,0.79,0.91,176,"Informational, Commercial","Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.17,0.10,0.00,0.05,0.17,0.02,1.00,0.00,0.00,0.00,0.00,0.05",20,,
us,most expensive swiss watches,luxury watch,,,,luxury watch brands,50,28,0.00,0.98,149,"Informational, Commercial","Popular Products, Related Searches, AI Overview, Site Links, Video, Image, People Also Ask","0.17,0.10,0.12,0.05,0.05,0.05,0.05,0.53,0.05,0.05,0.05,0.05",20,,
us,upscale watch brands,luxury watch,,,,luxury watch brands,90,29,1.17,0.97,202,Informational,"Knowledge Panel, Video Carousel, People Also Ask, Related Searches, Site Links, Video, Popular Products, Discussions And Forums, AI Overview","0.01,0.30,0.01,0.00,0.00,0.02,0.01,0.01,0.03,0.02,0.00,0.01",20,,
us,brands watches,luxury watch,,,,luxury watch brands,70,26,4.33,0.68,162,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Image","0.02,0.00,0.04,1.00,0.02,0.02,0.06,0.01,0.01,0.04,0.00,0.01",20,,
us,expensive classic watches,luxury watch,,,,luxury watch brands,70,25,0.90,1.00,182,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.77,0.77,0.77,0.55,0.77,0.77,0.77,0.77,0.77,0.55,0.77,0.22",20,,
us,most prestige watch brands,luxury watch,,,,luxury watch brands,90,29,0.58,0.81,194,Informational,"Video, Image, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.82,0.82,0.82,0.41,0.64,0.82,0.64,0.41,0.52,0.64,0.64,0.52",20,,
us,names of high end watches,luxury watch,,,,luxury watch brands,70,25,0.35,0.75,127,"Informational, Commercial","Related Searches, Discussions And Forums, Adwords Middle, AI Overview, Site Links, Video, Adwords Bottom, People Also Ask","0.26,0.26,0.26,0.19,0.34,0.26,0.26,0.42,0.34,0.26,0.26,0.26",20,,
us,watch brands high end,luxury watch,,,,luxury watch brands,30,29,1.38,0.84,190,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel","0.19,0.09,0.09,0.14,0.19,0.14,0.09,0.09,0.14,0.09,0.09,0.09",20,,
us,high-end watch brands,luxury watch,,,,luxury watch brands,40,28,0.94,1.00,184,"Informational, Commercial","Site Links, Video, People Also Ask, Popular Products, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.08,0.23",20,,
us,the expensive watch,luxury watch,,,,luxury watch brands,90,29,0.00,0.82,172,Informational,"People Also Ask, Popular Products, Related Searches, Site Links, AI Overview, Image Pack, Video, Image, Video Carousel","0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07",20,,
us,expensice watch brands,luxury watch,,,,luxury watch brands,90,26,0.50,1.00,179,Informational,"Site Links, Video, Image, Video Carousel, Popular Products, Related Searches, Discussions And Forums, AI Overview, People Also Ask","0.01,0.00,1.00,0.01,0.00,0.01,0.00,0.02,0.02,0.01,0.00,0.00",20,,
us,lucury watch brands,luxury watch,,,,luxury watch brands,70,26,1.07,0.89,189,"Informational, Commercial","Image, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.28,0.28,0.21,0.15,0.21",20,,
us,popular designer watches,luxury watch,,,,luxury watch brands,50,29,0.60,1.00,194,Informational,"Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.26,0.26,0.26,0.26,0.26,0.19,0.07,0.53,0.07,0.07,0.07,0.07",20,,
us,top ten luxury watch brands,luxury watch,,,,luxury watch brands,70,29,0.67,1.00,111,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, AI Overview","0.12,0.12,0.82,0.23,0.10,0.23,0.12,0.12,0.35,0.10,0.23,0.43",20,,
